Date,Open,High,Low,Close,Volume
2023-10-06,"27,487","28,054","27,195","27,972",13376186563.311192
2023-10-07,"27,973","28,226","27,874","27,884",13817979024.520027
2023-10-08,"27,884","28,106","27,733","27,907",7226218924.820883
2023-10-09,"27,907","27,996","27,297","27,614",7141598446.869208
2023-10-10,"27,614","27,727","27,298","27,400",7640029989.224315
2023-10-11,"27,400","27,472","26,541","26,759",10151720983.669058
2023-10-12,"26,759","26,930","26,554","26,706",14608441295.942532
2023-10-13,"26,706","26,933","26,678","26,770",10867640258.925844
2023-10-14,"26,771","27,104","26,744","26,869",14344414895.617512
2023-10-15,"26,869","27,078","26,813","27,043",5543160607.188677
2023-10-16,"27,043","29,977","27,021","28,465",6604845643.42894
2023-10-17,"28,465","28,635","28,108","28,521",22792799561.834
2023-10-18,"28,521","28,964","28,168","28,262",10403248077.491972
2023-10-19,"28,262","28,893","28,167","28,765",13461030457.558895
2023-10-20,"28,765","30,188","28,601","29,578",11193923144.463654
2023-10-21,"29,578","30,313","29,484","30,173",23561406297.715862
2023-10-22,"30,173","30,214","29,712","29,855",7452489477.484937
2023-10-23,"29,855","31,438","29,735","31,393",11330304246.065748
2023-10-24,"31,392","35,145","31,350","33,811",35558857925.14893
2023-10-25,"33,810","35,124","33,497","34,774",46464714676.18555
2023-10-26,"34,773","34,842","33,752","34,066",23840463172.49865
2023-10-27,"34,064","34,283","33,415","33,688",17712548549.578587
2023-10-28,"33,688","34,445","33,688","34,124",14148818689.499771
2023-10-29,"34,124","34,748","33,954","34,580",8431785274.868206
2023-10-30,"34,580","34,842","34,110","34,447",10359013389.425524
2023-10-31,"34,447","34,610","34,067","34,545",17075173423.648045
2023-11-01,"34,545","35,184","34,142","34,567",16419150928.652369
2023-11-02,"34,567","35,939","34,337","34,996",18642295524.912045
2023-11-03,"34,997","35,104","34,126","34,546",20690186421.955303
2023-11-04,"34,546","34,952","34,512","34,758",17254049537.002068
2023-11-05,"34,758","35,327","34,742","35,040",10001404422.938835
2023-11-06,"35,040","35,371","34,570","35,027",12796779677.519655
2023-11-07,"35,027","35,894","34,546","35,685",12717348149.539808
2023-11-08,"35,683","35,761","35,146","35,629",18582602380.374496
2023-11-09,"35,628","37,960","35,413","36,556",14717120833.223528
2023-11-10,"36,556","37,458","36,360","37,259",38190964507.15763
2023-11-11,"37,259","37,520","36,937","37,015",23152060053.421646
2023-11-12,"37,015","37,231","36,766","37,146",12033297219.971031
2023-11-13,"37,146","37,419","36,593","36,778",8831221164.408867
2023-11-14,"36,779","36,792","34,971","35,287",18041088204.36723
2023-11-15,"35,286","37,855","35,232","37,562",22330924588.059715
2023-11-16,"37,562","37,964","35,534","35,948",28479730068.295124
2023-11-17,"35,948","36,684","35,849","36,501",12023334732.149555
2023-11-18,"36,501","36,841","36,226","36,619",22683923623.96373
2023-11-19,"36,619","37,037","36,416","36,936",8877846889.346693
2023-11-20,"36,935","37,766","36,843","37,573",12599067947.734495
2023-11-21,"37,573","37,656","36,296","36,942",16005284775.311718
2023-11-22,"36,943","37,636","35,675","37,635",18891503534.641026
2023-11-23,"37,635","37,855","36,915","37,289",25245202377.321384
2023-11-24,"37,289","38,416","37,230","37,861",11956046626.60703
2023-11-25,"37,861","37,958","37,619","37,817",22996708651.54232
2023-11-26,"37,817","37,830","37,178","37,595",7505379785.011788
2023-11-27,"37,595","37,755","36,752","36,816",10229112671.374176
2023-11-28,"36,816","38,403","36,805","38,286",17979133247.880783
2023-11-29,"38,282","38,385","37,610","37,651",19715537240.688644
2023-11-30,"37,651","38,146","37,523","37,758",20964545194.804527
2023-12-01,"37,758","38,984","37,627","38,770",16566770727.560837
2023-12-02,"38,770","39,610","38,664","39,552",24470176251.56647
2023-12-03,"39,554","39,830","39,307","39,585",14892418344.328642
2023-12-04,"39,585","42,140","39,585","41,775",14107800648.629309
2023-12-05,"41,774","44,080","41,419","43,772",40273974905.38232
2023-12-06,"43,771","44,445","43,429","43,803",37740677039.99004
2023-12-07,"43,803","44,039","42,879","43,241",30306637687.60117
2023-12-08,"43,241","44,428","43,113","44,393",27712048105.023373
2023-12-09,"44,394","44,724","43,767","43,993",24726661392.984177
2023-12-10,"43,993","44,078","43,622","43,956",17074228506.041449
2023-12-11,"43,956","44,042","40,219","40,804",11865167562.179708
2023-12-12,"40,804","42,067","40,662","41,215",39734542163.66172
2023-12-13,"41,214","42,889","40,658","42,888",24919333990.62709
2023-12-14,"42,888","43,430","41,739","42,933",26301358636.124893
2023-12-15,"42,934","43,176","41,684","42,245",22978695605.48269
2023-12-16,"42,244","42,665","41,681","42,302",17134765249.072596
2023-12-17,"42,302","42,360","41,564","42,077",13524832238.374014
2023-12-18,"42,077","42,077","40,522","41,941",16536428696.461372
2023-12-19,"41,941","43,409","41,815","42,211",26473040426.60815
2023-12-20,"42,210","44,286","42,199","43,453",23402523667.558952
2023-12-21,"43,454","44,244","43,318","43,776",28334648885.87903
2023-12-22,"43,776","44,396","43,435","43,685",21948638202.58336
2023-12-23,"43,685","44,069","43,349","43,732",20833936534.62855
2023-12-24,"43,732","43,952","43,447","43,530",9872050975.657969
2023-12-25,"43,530","43,788","42,716","43,422",18313974069.82276
2023-12-26,"43,422","43,718","41,689","42,154",18744716867.39297
2023-12-27,"42,154","43,562","42,123","43,498",20477744539.87234
2023-12-28,"43,498","43,812","42,314","42,521",23244754807.44397
2023-12-29,"42,521","43,121","41,689","42,023",20336573643.81929
2023-12-30,"42,023","42,581","41,386","42,283",24832397519.050613
2023-12-31,"42,283","42,844","41,990","42,537",14727224645.41767
2024-01-01,"42,537","43,830","42,084","43,683",14183728910.169804
2024-01-02,"43,683","45,913","43,413","44,818",16958999497.58364
